Line,CPT-4 Code,CPT-4 Procedure
Sys Surgery - Integumentary,14041,Skin tissue rearrangement
Sys Surgery - Integumentary,14060,Skin tissue rearrangement
Sys Surgery - Integumentary,14061,Skin tissue rearrangement
Sys Surgery - Integumentary,14300,Skin tissue rearrangement
Sys Surgery - Integumentary,14350,Skin tissue rearrangement
Sys Surgery - Integumentary,15000,"No Longer Valid - 07 Wound prep, 1st 100 sq cm"
Sys Surgery - Integumentary,15001,No Longer Valid - 07 Skin graft add-on
Sys Surgery - Integumentary,15002,"Wound prep, trk/arm/leg"
Sys Surgery - Integumentary,15003,"Wound prep, addl 100 cm"
Sys Surgery - Integumentary,15004,"Wound prep, f/n/hf/g"
Sys Surgery - Integumentary,15005,"Wnd prep, f/n/hf/g, addl cm"
Sys Surgery - Integumentary,15040,Harvest cultured skin graft
Sys Surgery - Integumentary,15050,Skin pinch graft
Sys Surgery - Integumentary,15100,"Skin splt grft, trnk/arm/leg"
Sys Surgery - Integumentary,15101,"Skin splt grft t/a/l, add-on"
Sys Surgery - Integumentary,15110,Epidrm autogrft trnk/arm/leg
Sys Surgery - Integumentary,15111,Epidrm autogrft t/a/l add-on
Sys Surgery - Integumentary,15115,Epidrm a-grft face/nck/hf/g
Sys Surgery - Integumentary,15116,Epidrm a-grft f/n/hf/g addl
Sys Surgery - Integumentary,15120,Skn splt a-grft fac/nck/hf/g
Sys Surgery - Integumentary,15121,Skn splt a-grft f/n/hf/g add
Sys Surgery - Integumentary,15130,"Derm autograft, trnk/arm/leg"
Sys Surgery - Integumentary,15131,Derm autograft t/a/l add-on
Sys Surgery - Integumentary,15135,Derm autograft face/nck/hf/g
Sys Surgery - Integumentary,15136,"Derm autograft, f/n/hf/g add"
Sys Surgery - Integumentary,15150,Cult epiderm grft t/arm/leg
Sys Surgery - Integumentary,15151,Cult epiderm grft t/a/l addl
Sys Surgery - Integumentary,15152,Cult epiderm graft t/a/l +%
Sys Surgery - Integumentary,15155,"Cult epiderm graft, f/n/hf/g"
Sys Surgery - Integumentary,15156,Cult epidrm grft f/n/hfg add
Sys Surgery - Integumentary,15157,Cult epiderm grft f/n/hfg +%
Sys Surgery - Integumentary,15170,Acell graft trunk/arms/legs
Sys Surgery - Integumentary,15171,Acell graft t/arm/leg add-on
Sys Surgery - Integumentary,15175,"Acellular graft, f/n/hf/g"
Sys Surgery - Integumentary,15176,"Acell graft, f/n/hf/g add-on"
Sys Surgery - Integumentary,15200,"Skin full graft, trunk"
Sys Surgery - Integumentary,15201,Skin full graft trunk add-on
Sys Surgery - Integumentary,15220,Skin full graft sclp/arm/leg
Sys Surgery - Integumentary,15221,Skin full graft add-on
Sys Surgery - Integumentary,15240,Skin full grft face/genit/hf
Sys Surgery - Integumentary,15241,Skin full graft add-on
Sys Surgery - Integumentary,15260,Skin full graft een & lips
Sys Surgery - Integumentary,15261,Skin full graft add-on
Sys Surgery - Integumentary,15300,"Apply skinallogrft, t/arm/lg"
Sys Surgery - Integumentary,15301,Apply sknallogrft t/a/l addl
Sys Surgery - Integumentary,15320,Apply skin allogrft f/n/hf/g
Sys Surgery - Integumentary,15321,Aply sknallogrft f/n/hfg add
Sys Surgery - Integumentary,15330,Aply acell alogrft t/arm/leg
Sys Surgery - Integumentary,15331,Aply acell grft t/a/l add-on
Sys Surgery - Integumentary,15335,"Apply acell graft, f/n/hf/g"
Sys Surgery - Integumentary,15336,Aply acell grft f/n/hf/g add
Sys Surgery - Integumentary,15340,Apply cult skin substitute
Sys Surgery - Integumentary,15341,Apply cult skin sub add-on
Sys Surgery - Integumentary,15342,"No Longer Valid - 06 Cultured skin graft, 25 cm"
Sys Surgery - Integumentary,15343,No Longer Valid - 06 Culture skn graft addl 25 cm
Sys Surgery - Integumentary,15350,No Longer Valid - 06 Skin homograft
Sys Surgery - Integumentary,15351,No Longer Valid - 06 Skin homograft add-on
Sys Surgery - Integumentary,15360,"Apply cult derm sub, t/a/l"
Sys Surgery - Integumentary,15361,Aply cult derm sub t/a/l add
Sys Surgery - Integumentary,15365,Apply cult derm sub f/n/hf/g
Sys Surgery - Integumentary,15366,Apply cult derm f/hf/g add
Sys Surgery - Integumentary,15400,"Apply skin xenograft, t/a/l"
Sys Surgery - Integumentary,15401,Apply skn xenogrft t/a/l add
Sys Surgery - Integumentary,15420,"Apply skin xgraft, f/n/hf/g"
Sys Surgery - Integumentary,15421,Apply skn xgrft f/n/hf/g add
Sys Surgery - Integumentary,15430,Apply acellular xenograft
Sys Surgery - Integumentary,15431,Apply acellular xgraft add
Sys Surgery - Integumentary,15570,Form skin pedicle flap
Sys Surgery - Integumentary,15572,Form skin pedicle flap
Sys Surgery - Integumentary,15574,Form skin pedicle flap
Sys Surgery - Integumentary,15576,Form skin pedicle flap
Sys Surgery - Integumentary,15580,No Longer Valid
Sys Surgery - Integumentary,15600,Skin graft
Sys Surgery - Integumentary,15610,Skin graft
Sys Surgery - Integumentary,15620,Skin graft
Sys Surgery - Integumentary,15625,No Longer Valid
Sys Surgery - Integumentary,15630,Skin graft
Sys Surgery - Integumentary,15650,Transfer skin pedicle flap
Sys Surgery - Integumentary,15731,Forehead Flap W/Vasc Pedicle
Sys Surgery - Integumentary,15732,"Muscle-skin graft, head/neck"
Sys Surgery - Integumentary,15734,"Muscle-skin graft, trunk"
Sys Surgery - Integumentary,15736,"Muscle-skin graft, arm"
Sys Surgery - Integumentary,15738,"Muscle-skin graft, leg"
Sys Surgery - Integumentary,15740,Island pedicle flap graft
Sys Surgery - Integumentary,15750,Neurovascular pedicle graft
Sys Surgery - Integumentary,15755,No Longer Valid
Sys Surgery - Integumentary,15756,Free myo/skin flap microvasc
Sys Surgery - Integumentary,15757,"Free skin flap, microvasc"
Sys Surgery - Integumentary,15758,"Free fascial flap, microvasc"
Sys Surgery - Integumentary,15760,Composite skin graft
Sys Surgery - Integumentary,15770,Derma-fat-fascia graft
Sys Surgery - Integumentary,15775,Hair transplant punch grafts
Sys Surgery - Integumentary,15776,Hair transplant punch grafts
Sys Surgery - Integumentary,15780,Abrasion treatment of skin
Sys Surgery - Integumentary,15781,Abrasion treatment of skin
Sys Surgery - Integumentary,15782,Abrasion Treatment Of Skin
Sys Surgery - Integumentary,15783,Abrasion treatment of skin
Sys Surgery - Integumentary,15786,"Abrasion, lesion, single"
Sys Surgery - Integumentary,15787,"Abrasion, lesions, add-on"
Sys Surgery - Integumentary,15788,"Chemical peel, face, epiderm"
Sys Surgery - Integumentary,15789,"Chemical peel, face, dermal"
Sys Surgery - Integumentary,15790,No Longer Valid
Sys Surgery - Integumentary,15791,No Longer Valid
Sys Surgery - Integumentary,15792,"Chemical peel, nonfacial"
Sys Surgery - Integumentary,15793,"Chemical peel, nonfacial"
Sys Surgery - Integumentary,15810,No Longer Valid - 06 Salabrasion
Sys Surgery - Integumentary,15811,No Longer Valid - 06 Salabrasion
Sys Surgery - Integumentary,15819,"Plastic surgery, neck"
Sys Surgery - Integumentary,15820,Revision of lower eyelid
Sys Surgery - Integumentary,15821,Revision of lower eyelid
Sys Surgery - Integumentary,15822,Revision of upper eyelid
Sys Surgery - Integumentary,15823,Revision of upper eyelid
Sys Surgery - Integumentary,15824,Removal of forehead wrinkles
Sys Surgery - Integumentary,15825,Removal of neck wrinkles
Sys Surgery - Integumentary,15826,Removal of brow wrinkles
Sys Surgery - Integumentary,15828,Removal of face wrinkles
Sys Surgery - Integumentary,15829,Removal of skin wrinkles
Sys Surgery - Integumentary,15830,Exc skin abd
Sys Surgery - Integumentary,15831,No Longer Valid - 07 Excise excessive skin tissue
Sys Surgery - Integumentary,15832,Excise excessive skin tissue
Sys Surgery - Integumentary,15833,Excise excessive skin tissue
Sys Surgery - Integumentary,15834,Excise excessive skin tissue
Sys Surgery - Integumentary,15835,Excise excessive skin tissue
Sys Surgery - Integumentary,15836,Excise excessive skin tissue
Sys Surgery - Integumentary,15837,Excise excessive skin tissue
Sys Surgery - Integumentary,15838,Excise excessive skin tissue
Sys Surgery - Integumentary,15839,Excise excessive skin tissue
Sys Surgery - Integumentary,15840,Graft for face nerve palsy
Sys Surgery - Integumentary,15841,Graft for face nerve palsy
Sys Surgery - Integumentary,15842,Flap for face nerve palsy
Sys Surgery - Integumentary,15845,"Skin and muscle repair, face"
Sys Surgery - Integumentary,15847,Exc skin abd add-on
Sys Surgery - Integumentary,15850,Removal of sutures
Sys Surgery - Integumentary,15851,Removal of sutures
Sys Surgery - Integumentary,15852,Dressing change not for burn
Sys Surgery - Integumentary,15860,Test for blood flow in graft
Sys Surgery - Integumentary,15876,Suction assisted lipectomy
Sys Surgery - Integumentary,15877,Suction assisted lipectomy
Sys Surgery - Integumentary,15878,Suction assisted lipectomy
Sys Surgery - Integumentary,15879,Suction assisted lipectomy
Sys Surgery - Integumentary,15920,Removal of tail bone ulcer
Sys Surgery - Integumentary,15922,Removal of tail bone ulcer
Sys Surgery - Integumentary,15931,Remove sacrum pressure sore
Sys Surgery - Integumentary,15933,Remove sacrum pressure sore
Sys Surgery - Integumentary,15934,Remove sacrum pressure sore
Sys Surgery - Integumentary,15935,Remove sacrum pressure sore
Sys Surgery - Integumentary,15936,Remove sacrum pressure sore
Sys Surgery - Integumentary,15937,Remove sacrum pressure sore
Sys Surgery - Integumentary,15940,Remove hip pressure sore
Sys Surgery - Integumentary,15941,Remove hip pressure sore
Sys Surgery - Integumentary,15944,Remove hip pressure sore
Sys Surgery - Integumentary,15945,Remove hip pressure sore
Sys Surgery - Integumentary,15946,Remove hip pressure sore
Sys Surgery - Integumentary,15950,Remove thigh pressure sore
Sys Surgery - Integumentary,15951,Remove thigh pressure sore
Sys Surgery - Integumentary,15952,Remove thigh pressure sore
Sys Surgery - Integumentary,15953,Remove thigh pressure sore
Sys Surgery - Integumentary,15956,Remove thigh pressure sore
Sys Surgery - Integumentary,15958,Remove thigh pressure sore
Sys Surgery - Integumentary,15999,Removal of pressure sore
Sys Surgery - Integumentary,16000,Initial treatment of burn(s)
Sys Surgery - Integumentary,16010,No Longer Valid - 06 Treatment of burn(s)
Sys Surgery - Integumentary,16015,No Longer Valid - 06 Treatment of burn(s)
Sys Surgery - Integumentary,16020,"Dress/debrid p-thick burn, s"
Sys Surgery - Integumentary,16025,"Dress/debrid p-thick burn, m"
Sys Surgery - Integumentary,16030,"Dress/debrid p-thick burn, l"
Sys Surgery - Integumentary,16035,"Incision of burn scab, initi"
Sys Surgery - Integumentary,16036,Escharotomy; add'l incision
Sys Surgery - Integumentary,16040,No Longer Valid
Sys Surgery - Integumentary,16041,No Longer Valid
Sys Surgery - Integumentary,16042,No Longer Valid
Sys Surgery - Integumentary,17000,Destruct Premalg Lesion
Sys Surgery - Integumentary,17001,No Longer Valid
Sys Surgery - Integumentary,17002,No Longer Valid
Sys Surgery - Integumentary,17003,"Destruct Premalg Les, 2-14"
Sys Surgery - Integumentary,17004,Destroy Premlg Lesions 15+
Sys Surgery - Integumentary,17010,No Longer Valid
Sys Surgery - Integumentary,17100,No Longer Valid
Sys Surgery - Integumentary,17101,No Longer Valid
Sys Surgery - Integumentary,17102,No Longer Valid
Sys Surgery - Integumentary,17104,No Longer Valid
Sys Surgery - Integumentary,17105,No Longer Valid
Sys Surgery - Integumentary,17106,Destruction of skin lesions
Sys Surgery - Integumentary,17107,Destruction of skin lesions
Sys Surgery - Integumentary,17108,Destruction of skin lesions
Sys Surgery - Integumentary,17110,"Destruct b9 lesion, 1-14"
Sys Surgery - Integumentary,17111,"Destruct lesion, 15 or more"
Sys Surgery - Integumentary,17200,No Longer Valid
Sys Surgery - Integumentary,17201,No Longer Valid
Sys Surgery - Integumentary,17250,"Chemical cautery, tissue"
Sys Surgery - Integumentary,17260,Destruction of skin lesions
Sys Surgery - Integumentary,17261,Destruction of skin lesions
Sys Surgery - Integumentary,17262,Destruction of skin lesions
Sys Surgery - Integumentary,17263,Destruction of skin lesions
Sys Surgery - Integumentary,17264,Destruction of skin lesions
Sys Surgery - Integumentary,17266,Destruction of skin lesions
Sys Surgery - Integumentary,17270,Destruction of skin lesions
Sys Surgery - Integumentary,17271,Destruction of skin lesions
Sys Surgery - Integumentary,17272,Destruction of skin lesions
Sys Surgery - Integumentary,17273,Destruction of skin lesions
Sys Surgery - Integumentary,17274,Destruction of skin lesions
Sys Surgery - Integumentary,17276,Destruction of skin lesions
Sys Surgery - Integumentary,17280,Destruction of skin lesions
Sys Surgery - Integumentary,17281,Destruction of skin lesions
Sys Surgery - Integumentary,17282,Destruction of skin lesions
Sys Surgery - Integumentary,17283,Destruction of skin lesions
Sys Surgery - Integumentary,17284,Destruction of skin lesions
Sys Surgery - Integumentary,17286,Destruction of skin lesions
Sys Surgery - Integumentary,17304,"No Longer Valid - 07 Chemosurgery of skin lesion No Longer Valid - 07 2 stage mohs, up to 5"
Sys Surgery - Integumentary,17305,"spec No Longer Valid - 07 3 stage mohs, up to 5"
Sys Surgery - Integumentary,17306,spec No Longer Valid - 07 Mohs addl stage up to 5
Sys Surgery - Integumentary,17307,spec No Longer Valid - 07 Extensive skin
Sys Surgery - Integumentary,17310,chemosurgery
Sys Surgery - Integumentary,17311,"Mohs, 1 stage, h/n/hf/g"
Sys Surgery - Integumentary,17312,Mohs addl stage
Sys Surgery - Integumentary,17313,"Mohs, 1 stage, t/a/l"
Sys Surgery - Integumentary,17314,"Mohs, addl stage, t/a/l"
Sys Surgery - Integumentary,17315,"Mohs surg, addl block"
Sys Surgery - Integumentary,17340,Cryotherapy of skin
Sys Surgery - Integumentary,17360,Skin peel therapy
Sys Surgery - Integumentary,17380,Hair removal by electrolysis
Sys Surgery - Integumentary,17999,Skin tissue procedure
Sys Surgery - Integumentary,19000,Drainage of breast lesion
Sys Surgery - Integumentary,19001,Drain breast lesion add-on
Sys Surgery - Integumentary,19020,Incision of breast lesion
Sys Surgery - Integumentary,19030,Injection for breast x-ray
Sys Surgery - Integumentary,19100,Bx breast percut w/o image
Sys Surgery - Integumentary,19101,"Biopsy of breast, open"
Sys Surgery - Integumentary,19102,Bx breast percut w/image
Sys Surgery - Integumentary,19103,Bx breast percut w/device
Sys Surgery - Integumentary,19105,"Cryosurg ablate fa, each"
Sys Surgery - Integumentary,19110,Nipple exploration
Sys Surgery - Integumentary,19112,Excise breast duct fistula
Sys Surgery - Integumentary,19120,Removal of breast lesion
Sys Surgery - Integumentary,19125,"Excision, breast lesion"
Sys Surgery - Integumentary,19126,"Excision, addl breast lesion"
Sys Surgery - Integumentary,19140,No Longer Valid - 07 Removal of breast tissue
Sys Surgery - Integumentary,19160,No Longer Valid - 07 Removal of breast tissue
Sys Surgery - Integumentary,19162,"No Longer Valid - 07 Remove breast tissue, nodes"
Sys Surgery - Integumentary,19180,No Longer Valid - 07 Removal of breast
Sys Surgery - Integumentary,19182,No Longer Valid - 07 Removal of breast
Sys Surgery - Integumentary,19200,No Longer Valid - 07 Removal of breast
Sys Surgery - Integumentary,19220,No Longer Valid - 07 Removal of breast
Sys Surgery - Integumentary,19240,No Longer Valid - 07 Removal of breast
Sys Surgery - Integumentary,19260,Removal of chest wall lesion
Sys Surgery - Integumentary,19271,Revision of chest wall
Sys Surgery - Integumentary,19272,Extensive chest wall surgery
Sys Surgery - Integumentary,19290,"Place needle wire, breast"
Sys Surgery - Integumentary,19291,"Place needle wire, breast"
Sys Surgery - Integumentary,19295,"Place breast clip, percut"
Sys Surgery - Integumentary,19296,Place po breast cath for rad
Sys Surgery - Integumentary,19297,Place breast cath for rad
Sys Surgery - Integumentary,19298,Place breast rad tube/caths
Sys Surgery - Integumentary,19300,Removal Of Breast Tissue
Sys Surgery - Integumentary,19301,Partical mastectomy
Sys Surgery - Integumentary,19302,P-mastectomy w/ln removal
Sys Surgery - Integumentary,19303,"Mast, simple, complete"
Sys Surgery - Integumentary,19304,"Mast, subq"
Sys Surgery - Integumentary,19305,"Mast, radical"
Sys Surgery - Integumentary,19306,"Mast, rad, urban type"
Sys Surgery - Integumentary,19307,"Mast, mod rad"
Sys Surgery - Integumentary,19316,Suspension of breast
Sys Surgery - Integumentary,19318,Reduction of large breast
Sys Surgery - Integumentary,19324,Enlarge breast
Sys Surgery - Integumentary,19325,Enlarge breast with implant
Sys Surgery - Integumentary,19328,Removal of breast implant
Sys Surgery - Integumentary,19330,Removal of implant material
Sys Surgery - Integumentary,19340,Immediate breast prosthesis
Sys Surgery - Integumentary,19342,Delayed breast prosthesis
Sys Surgery - Integumentary,19350,Breast reconstruction
Sys Surgery - Integumentary,19355,Correct inverted nipple(s)
Sys Surgery - Integumentary,19357,Breast reconstruction
Sys Surgery - Integumentary,19361,Breast Reconstr W/Lat Flap
Sys Surgery - Integumentary,19362,No Longer Valid
Sys Surgery - Integumentary,19364,Breast reconstruction
Sys Surgery - Integumentary,19366,Breast reconstruction
Sys Surgery - Integumentary,19367,Breast reconstruction
Sys Surgery - Integumentary,19368,Breast reconstruction
Sys Surgery - Integumentary,19369,Breast reconstruction
Sys Surgery - Integumentary,19370,Surgery of breast capsule
Sys Surgery - Integumentary,19371,Removal of breast capsule
Sys Surgery - Integumentary,19380,Revise breast reconstruction
Sys Surgery - Integumentary,19396,Design custom breast implant
Sys Surgery - Integumentary,19499,Breast surgery procedure
Surgery - Musculoskeletal Sys,20000,Incision of abscess
Surgery - Musculoskeletal Sys,20005,Incision of deep abscess
Surgery - Musculoskeletal Sys,20100,"Explore wound, neck"
